nuts_id;nuts_region_order;nuts_country_order;nuts_level;nuts_country_official;nuts_1_official;nuts_2_official;nuts_3_official;nuts_country_latin;nuts_1_latin;nuts_2_latin;nuts_3_latin
"RS229";"1995";"36";"3";"Srbija/Сpбија";"Србија - југ";"Регион Јужне и Источне Србије";"Топличка област";"Serbia";"Serbia - jug";"Region Južne i Istočne Srbije";"Toplička oblast"
"RSZZZ";"1998";"36";"3";"Srbija/Сpбија";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"Extra-Regio NUTS 3";"Serbia";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"Extra-Regio NUTS 3"
"PL213";"1312";"21";"3";"Polska";"Makroregion południowy";"Małopolskie";"Miasto Kraków";"Polska";"Makroregion południowy";"Małopolskie";"Miasto Kraków"
"PL214";"1313";"21";"3";"Polska";"Makroregion południowy";"Małopolskie";"Krakowski";"Polska";"Makroregion południowy";"Małopolskie";"Krakowski"
"PL217";"1314";"21";"3";"Polska";"Makroregion południowy";"Małopolskie";"Tarnowski";"Polska";"Makroregion południowy";"Małopolskie";"Tarnowski"
"PL218";"1315";"21";"3";"Polska";"Makroregion południowy";"Małopolskie";"Nowosądecki";"Polska";"Makroregion południowy";"Małopolskie";"Nowosądecki"
"PL219";"1316";"21";"3";"Polska";"Makroregion południowy";"Małopolskie";"Nowotarski";"Polska";"Makroregion południowy";"Małopolskie";"Nowotarski"
"PL21A";"1317";"21";"3";"Polska";"Makroregion południowy";"Małopolskie";"Oświęcimski";"Polska";"Makroregion południowy";"Małopolskie";"Oświęcimski"
"PL224";"1319";"21";"3";"Polska";"Makroregion południowy";"Śląskie";"Częstochowski";"Polska";"Makroregion południowy";"Śląskie";"Częstochowski"
"PL225";"1320";"21";"3";"Polska";"Makroregion południowy";"Śląskie";"Bielski";"Polska";"Makroregion południowy";"Śląskie";"Bielski"
"PL227";"1321";"21";"3";"Polska";"Makroregion południowy";"Śląskie";"Rybnicki";"Polska";"Makroregion południowy";"Śląskie";"Rybnicki"
"PL228";"1322";"21";"3";"Polska";"Makroregion południowy";"Śląskie";"Bytomski";"Polska";"Makroregion południowy";"Śląskie";"Bytomski"
"PL229";"1323";"21";"3";"Polska";"Makroregion południowy";"Śląskie";"Gliwicki";"Polska";"Makroregion południowy";"Śląskie";"Gliwicki"
"PL22A";"1324";"21";"3";"Polska";"Makroregion południowy";"Śląskie";"Katowicki";"Polska";"Makroregion południowy";"Śląskie";"Katowicki"
"PL22B";"1325";"21";"3";"Polska";"Makroregion południowy";"Śląskie";"Sosnowiecki";"Polska";"Makroregion południowy";"Śląskie";"Sosnowiecki"
"PL22C";"1326";"21";"3";"Polska";"Makroregion południowy";"Śląskie";"Tyski";"Polska";"Makroregion południowy";"Śląskie";"Tyski"
"PL411";"1329";"21";"3";"Polska";"Makroregion północno-zachodni";"Wielkopolskie";"Pilski";"Polska";"Makroregion północno-zachodni";"Wielkopolskie";"Pilski"
"PL414";"1330";"21";"3";"Polska";"Makroregion północno-zachodni";"Wielkopolskie";"Koniński";"Polska";"Makroregion północno-zachodni";"Wielkopolskie";"Koniński"
"PL415";"1331";"21";"3";"Polska";"Makroregion północno-zachodni";"Wielkopolskie";"Miasto Poznań";"Polska";"Makroregion północno-zachodni";"Wielkopolskie";"Miasto Poznań"
"PL416";"1332";"21";"3";"Polska";"Makroregion północno-zachodni";"Wielkopolskie";"Kaliski";"Polska";"Makroregion północno-zachodni";"Wielkopolskie";"Kaliski"
"PL417";"1333";"21";"3";"Polska";"Makroregion północno-zachodni";"Wielkopolskie";"Leszczyński";"Polska";"Makroregion północno-zachodni";"Wielkopolskie";"Leszczyński"
"PL418";"1334";"21";"3";"Polska";"Makroregion północno-zachodni";"Wielkopolskie";"Poznański";"Polska";"Makroregion północno-zachodni";"Wielkopolskie";"Poznański"
"PL424";"1336";"21";"3";"Polska";"Makroregion północno-zachodni";"Zachodniopomorskie";"Miasto Szczecin";"Polska";"Makroregion północno-zachodni";"Zachodniopomorskie";"Miasto Szczecin"
"PL426";"1337";"21";"3";"Polska";"Makroregion północno-zachodni";"Zachodniopomorskie";"Koszaliński";"Polska";"Makroregion północno-zachodni";"Zachodniopomorskie";"Koszaliński"
"PL427";"1338";"21";"3";"Polska";"Makroregion północno-zachodni";"Zachodniopomorskie";"Szczecinecko-pyrzycki";"Polska";"Makroregion północno-zachodni";"Zachodniopomorskie";"Szczecinecko-pyrzycki"
"PL428";"1339";"21";"3";"Polska";"Makroregion północno-zachodni";"Zachodniopomorskie";"Szczeciński";"Polska";"Makroregion północno-zachodni";"Zachodniopomorskie";"Szczeciński"
"PL431";"1341";"21";"3";"Polska";"Makroregion północno-zachodni";"Lubuskie";"Gorzowski";"Polska";"Makroregion północno-zachodni";"Lubuskie";"Gorzowski"
"PL432";"1342";"21";"3";"Polska";"Makroregion północno-zachodni";"Lubuskie";"Zielonogórski";"Polska";"Makroregion północno-zachodni";"Lubuskie";"Zielonogórski"
"PL514";"1345";"21";"3";"Polska";"Makroregion południowo-zachodni";"Dolnośląskie";"Miasto Wrocław";"Polska";"Makroregion południowo-zachodni";"Dolnośląskie";"Miasto Wrocław"
"PL515";"1346";"21";"3";"Polska";"Makroregion południowo-zachodni";"Dolnośląskie";"Jeleniogórski";"Polska";"Makroregion południowo-zachodni";"Dolnośląskie";"Jeleniogórski"
"PL516";"1347";"21";"3";"Polska";"Makroregion południowo-zachodni";"Dolnośląskie";"Legnicko-głogowski";"Polska";"Makroregion południowo-zachodni";"Dolnośląskie";"Legnicko-głogowski"
"PL517";"1348";"21";"3";"Polska";"Makroregion południowo-zachodni";"Dolnośląskie";"Wałbrzyski";"Polska";"Makroregion południowo-zachodni";"Dolnośląskie";"Wałbrzyski"
"PL518";"1349";"21";"3";"Polska";"Makroregion południowo-zachodni";"Dolnośląskie";"Wrocławski";"Polska";"Makroregion południowo-zachodni";"Dolnośląskie";"Wrocławski"
"PL523";"1351";"21";"3";"Polska";"Makroregion południowo-zachodni";"Opolskie";"Nyski";"Polska";"Makroregion południowo-zachodni";"Opolskie";"Nyski"
"PL524";"1352";"21";"3";"Polska";"Makroregion południowo-zachodni";"Opolskie";"Opolski";"Polska";"Makroregion południowo-zachodni";"Opolskie";"Opolski"
"PL613";"1355";"21";"3";"Polska";"Makroregion północny";"Kujawsko-pomorskie";"Bydgosko-toruński";"Polska";"Makroregion północny";"Kujawsko-pomorskie";"Bydgosko-toruński"
"PL616";"1356";"21";"3";"Polska";"Makroregion północny";"Kujawsko-pomorskie";"Grudziądzki";"Polska";"Makroregion północny";"Kujawsko-pomorskie";"Grudziądzki"
"PL617";"1357";"21";"3";"Polska";"Makroregion północny";"Kujawsko-pomorskie";"Inowrocławski";"Polska";"Makroregion północny";"Kujawsko-pomorskie";"Inowrocławski"
"PL618";"1358";"21";"3";"Polska";"Makroregion północny";"Kujawsko-pomorskie";"Świecki";"Polska";"Makroregion północny";"Kujawsko-pomorskie";"Świecki"
"PL619";"1359";"21";"3";"Polska";"Makroregion północny";"Kujawsko-pomorskie";"Włocławski";"Polska";"Makroregion północny";"Kujawsko-pomorskie";"Włocławski"
"PL621";"1361";"21";"3";"Polska";"Makroregion północny";"Warmińsko-mazurskie";"Elbląski";"Polska";"Makroregion północny";"Warmińsko-mazurskie";"Elbląski"
"PL622";"1362";"21";"3";"Polska";"Makroregion północny";"Warmińsko-mazurskie";"Olsztyński";"Polska";"Makroregion północny";"Warmińsko-mazurskie";"Olsztyński"
"PL623";"1363";"21";"3";"Polska";"Makroregion północny";"Warmińsko-mazurskie";"Ełcki";"Polska";"Makroregion północny";"Warmińsko-mazurskie";"Ełcki"
"PL633";"1365";"21";"3";"Polska";"Makroregion północny";"Pomorskie";"Trójmiejski";"Polska";"Makroregion północny";"Pomorskie";"Trójmiejski"
"PL634";"1366";"21";"3";"Polska";"Makroregion północny";"Pomorskie";"Gdański";"Polska";"Makroregion północny";"Pomorskie";"Gdański"
"PL636";"1367";"21";"3";"Polska";"Makroregion północny";"Pomorskie";"Słupski";"Polska";"Makroregion północny";"Pomorskie";"Słupski"
"PL637";"1368";"21";"3";"Polska";"Makroregion północny";"Pomorskie";"Chojnicki";"Polska";"Makroregion północny";"Pomorskie";"Chojnicki"
"PL638";"1369";"21";"3";"Polska";"Makroregion północny";"Pomorskie";"Starogardzki";"Polska";"Makroregion północny";"Pomorskie";"Starogardzki"
"PL711";"1372";"21";"3";"Polska";"Makroregion centralny";"Łódzkie";"Miasto Łódź";"Polska";"Makroregion centralny";"Łódzkie";"Miasto Łódź"
"PL712";"1373";"21";"3";"Polska";"Makroregion centralny";"Łódzkie";"Łódzki";"Polska";"Makroregion centralny";"Łódzkie";"Łódzki"
"PL713";"1374";"21";"3";"Polska";"Makroregion centralny";"Łódzkie";"Piotrkowski";"Polska";"Makroregion centralny";"Łódzkie";"Piotrkowski"
"PL714";"1375";"21";"3";"Polska";"Makroregion centralny";"Łódzkie";"Sieradzki";"Polska";"Makroregion centralny";"Łódzkie";"Sieradzki"
"PL715";"1376";"21";"3";"Polska";"Makroregion centralny";"Łódzkie";"Skierniewicki";"Polska";"Makroregion centralny";"Łódzkie";"Skierniewicki"
"PL721";"1378";"21";"3";"Polska";"Makroregion centralny";"Świętokrzyskie";"Kielecki";"Polska";"Makroregion centralny";"Świętokrzyskie";"Kielecki"
"PL722";"1379";"21";"3";"Polska";"Makroregion centralny";"Świętokrzyskie";"Sandomiersko-jędrzejowski";"Polska";"Makroregion centralny";"Świętokrzyskie";"Sandomiersko-jędrzejowski"
"PL811";"1382";"21";"3";"Polska";"Makroregion wschodni";"Lubelskie";"Bialski";"Polska";"Makroregion wschodni";"Lubelskie";"Bialski"
"PL812";"1383";"21";"3";"Polska";"Makroregion wschodni";"Lubelskie";"Chełmsko-zamojski";"Polska";"Makroregion wschodni";"Lubelskie";"Chełmsko-zamojski"
"PL814";"1384";"21";"3";"Polska";"Makroregion wschodni";"Lubelskie";"Lubelski";"Polska";"Makroregion wschodni";"Lubelskie";"Lubelski"
"PL815";"1385";"21";"3";"Polska";"Makroregion wschodni";"Lubelskie";"Puławski";"Polska";"Makroregion wschodni";"Lubelskie";"Puławski"
"PL821";"1387";"21";"3";"Polska";"Makroregion wschodni";"Podkarpackie";"Krośnieński";"Polska";"Makroregion wschodni";"Podkarpackie";"Krośnieński"
"PL822";"1388";"21";"3";"Polska";"Makroregion wschodni";"Podkarpackie";"Przemyski";"Polska";"Makroregion wschodni";"Podkarpackie";"Przemyski"
"PL823";"1389";"21";"3";"Polska";"Makroregion wschodni";"Podkarpackie";"Rzeszowski";"Polska";"Makroregion wschodni";"Podkarpackie";"Rzeszowski"
"PL824";"1390";"21";"3";"Polska";"Makroregion wschodni";"Podkarpackie";"Tarnobrzeski";"Polska";"Makroregion wschodni";"Podkarpackie";"Tarnobrzeski"
"PL841";"1392";"21";"3";"Polska";"Makroregion wschodni";"Podlaskie";"Białostocki";"Polska";"Makroregion wschodni";"Podlaskie";"Białostocki"
"PL842";"1393";"21";"3";"Polska";"Makroregion wschodni";"Podlaskie";"Łomżyński";"Polska";"Makroregion wschodni";"Podlaskie";"Łomżyński"
"PL843";"1394";"21";"3";"Polska";"Makroregion wschodni";"Podlaskie";"Suwalski";"Polska";"Makroregion wschodni";"Podlaskie";"Suwalski"
"PL911";"1397";"21";"3";"Polska";"Makroregion województwo mazowieckie";"Warszawski stołeczny";"Miasto Warszawa";"Polska";"Makroregion województwo mazowieckie";"Warszawski stołeczny";"Miasto Warszawa"
"PL912";"1398";"21";"3";"Polska";"Makroregion województwo mazowieckie";"Warszawski stołeczny";"Warszawski wschodni";"Polska";"Makroregion województwo mazowieckie";"Warszawski stołeczny";"Warszawski wschodni"
"PL913";"1399";"21";"3";"Polska";"Makroregion województwo mazowieckie";"Warszawski stołeczny";"Warszawski zachodni";"Polska";"Makroregion województwo mazowieckie";"Warszawski stołeczny";"Warszawski zachodni"
"PL921";"1401";"21";"3";"Polska";"Makroregion województwo mazowieckie";"Mazowiecki regionalny";"Radomski";"Polska";"Makroregion województwo mazowieckie";"Mazowiecki regionalny";"Radomski"
"PL922";"1402";"21";"3";"Polska";"Makroregion województwo mazowieckie";"Mazowiecki regionalny";"Ciechanowski";"Polska";"Makroregion województwo mazowieckie";"Mazowiecki regionalny";"Ciechanowski"
"PL923";"1403";"21";"3";"Polska";"Makroregion województwo mazowieckie";"Mazowiecki regionalny";"Płocki";"Polska";"Makroregion województwo mazowieckie";"Mazowiecki regionalny";"Płocki"
"PL924";"1404";"21";"3";"Polska";"Makroregion województwo mazowieckie";"Mazowiecki regionalny";"Ostrołęcki";"Polska";"Makroregion województwo mazowieckie";"Mazowiecki regionalny";"Ostrołęcki"
"PL925";"1405";"21";"3";"Polska";"Makroregion województwo mazowieckie";"Mazowiecki regionalny";"Siedlecki";"Polska";"Makroregion województwo mazowieckie";"Mazowiecki regionalny";"Siedlecki"
"PL926";"1406";"21";"3";"Polska";"Makroregion województwo mazowieckie";"Mazowiecki regionalny";"Żyrardowski";"Polska";"Makroregion województwo mazowieckie";"Mazowiecki regionalny";"Żyrardowski"
"PLZZZ";"1409";"21";"3";"Polska";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"Extra-Regio NUTS 3";"Polska";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"Extra-Regio NUTS 3"
"TR100";"2002";"37";"3";"Türkiye";"İstanbul";"İstanbul";"İstanbul";"Türkiye";"İstanbul";"İstanbul";"İstanbul"
"TR211";"2005";"37";"3";"Türkiye";"Batı Marmara";"Tekirdağ, Edirne, Kırklareli";"Tekirdağ";"Türkiye";"Batı Marmara";"Tekirdağ, Edirne, Kırklareli";"Tekirdağ"
"TR212";"2006";"37";"3";"Türkiye";"Batı Marmara";"Tekirdağ, Edirne, Kırklareli";"Edirne";"Türkiye";"Batı Marmara";"Tekirdağ, Edirne, Kırklareli";"Edirne"
"TR213";"2007";"37";"3";"Türkiye";"Batı Marmara";"Tekirdağ, Edirne, Kırklareli";"Kırklareli";"Türkiye";"Batı Marmara";"Tekirdağ, Edirne, Kırklareli";"Kırklareli"
"TR221";"2009";"37";"3";"Türkiye";"Batı Marmara";"Balıkesir, Çanakkale";"Balıkesir";"Türkiye";"Batı Marmara";"Balıkesir, Çanakkale";"Balıkesir"
"TR222";"2010";"37";"3";"Türkiye";"Batı Marmara";"Balıkesir, Çanakkale";"Çanakkale";"Türkiye";"Batı Marmara";"Balıkesir, Çanakkale";"Çanakkale"
"TR310";"2013";"37";"3";"Türkiye";"Ege";"İzmir";"İzmir";"Türkiye";"Ege";"İzmir";"İzmir"
"TR321";"2015";"37";"3";"Türkiye";"Ege";"Aydın, Denizli, Muğla";"Aydın";"Türkiye";"Ege";"Aydın, Denizli, Muğla";"Aydın"
"TR322";"2016";"37";"3";"Türkiye";"Ege";"Aydın, Denizli, Muğla";"Denizli";"Türkiye";"Ege";"Aydın, Denizli, Muğla";"Denizli"
"TR323";"2017";"37";"3";"Türkiye";"Ege";"Aydın, Denizli, Muğla";"Muğla";"Türkiye";"Ege";"Aydın, Denizli, Muğla";"Muğla"
"TR331";"2019";"37";"3";"Türkiye";"Ege";"Manisa, Afyonkarahisar, Kütahya, Uşak";"Manisa";"Türkiye";"Ege";"Manisa, Afyonkarahisar, Kütahya, Uşak";"Manisa"
"TR332";"2020";"37";"3";"Türkiye";"Ege";"Manisa, Afyonkarahisar, Kütahya, Uşak";"Afyonkarahisar";"Türkiye";"Ege";"Manisa, Afyonkarahisar, Kütahya, Uşak";"Afyonkarahisar"
"TR333";"2021";"37";"3";"Türkiye";"Ege";"Manisa, Afyonkarahisar, Kütahya, Uşak";"Kütahya";"Türkiye";"Ege";"Manisa, Afyonkarahisar, Kütahya, Uşak";"Kütahya"
"TR334";"2022";"37";"3";"Türkiye";"Ege";"Manisa, Afyonkarahisar, Kütahya, Uşak";"Uşak";"Türkiye";"Ege";"Manisa, Afyonkarahisar, Kütahya, Uşak";"Uşak"
"TR411";"2025";"37";"3";"Türkiye";"Doğu Marmara";"Bursa, Eskişehir, Bilecik";"Bursa";"Türkiye";"Doğu Marmara";"Bursa, Eskişehir, Bilecik";"Bursa"
"TR412";"2026";"37";"3";"Türkiye";"Doğu Marmara";"Bursa, Eskişehir, Bilecik";"Eskişehir";"Türkiye";"Doğu Marmara";"Bursa, Eskişehir, Bilecik";"Eskişehir"
"TR413";"2027";"37";"3";"Türkiye";"Doğu Marmara";"Bursa, Eskişehir, Bilecik";"Bilecik";"Türkiye";"Doğu Marmara";"Bursa, Eskişehir, Bilecik";"Bilecik"
"TR421";"2029";"37";"3";"Türkiye";"Doğu Marmara";"Kocaeli, Sakarya, Düzce, Bolu, Yalova";"Kocaeli";"Türkiye";"Doğu Marmara";"Kocaeli, Sakarya, Düzce, Bolu, Yalova";"Kocaeli"
"TR422";"2030";"37";"3";"Türkiye";"Doğu Marmara";"Kocaeli, Sakarya, Düzce, Bolu, Yalova";"Sakarya";"Türkiye";"Doğu Marmara";"Kocaeli, Sakarya, Düzce, Bolu, Yalova";"Sakarya"
"TR423";"2031";"37";"3";"Türkiye";"Doğu Marmara";"Kocaeli, Sakarya, Düzce, Bolu, Yalova";"Düzce";"Türkiye";"Doğu Marmara";"Kocaeli, Sakarya, Düzce, Bolu, Yalova";"Düzce"
"TR424";"2032";"37";"3";"Türkiye";"Doğu Marmara";"Kocaeli, Sakarya, Düzce, Bolu, Yalova";"Bolu";"Türkiye";"Doğu Marmara";"Kocaeli, Sakarya, Düzce, Bolu, Yalova";"Bolu"
"TR425";"2033";"37";"3";"Türkiye";"Doğu Marmara";"Kocaeli, Sakarya, Düzce, Bolu, Yalova";"Yalova";"Türkiye";"Doğu Marmara";"Kocaeli, Sakarya, Düzce, Bolu, Yalova";"Yalova"
"TR510";"2036";"37";"3";"Türkiye";"Batı Anadolu";"Ankara";"Ankara";"Türkiye";"Batı Anadolu";"Ankara";"Ankara"
"TR521";"2038";"37";"3";"Türkiye";"Batı Anadolu";"Konya, Karaman";"Konya";"Türkiye";"Batı Anadolu";"Konya, Karaman";"Konya"
"TR522";"2039";"37";"3";"Türkiye";"Batı Anadolu";"Konya, Karaman";"Karaman";"Türkiye";"Batı Anadolu";"Konya, Karaman";"Karaman"
"TR611";"2042";"37";"3";"Türkiye";"Akdeniz";"Antalya, Isparta, Burdur";"Antalya";"Türkiye";"Akdeniz";"Antalya, Isparta, Burdur";"Antalya"
"TR612";"2043";"37";"3";"Türkiye";"Akdeniz";"Antalya, Isparta, Burdur";"Isparta";"Türkiye";"Akdeniz";"Antalya, Isparta, Burdur";"Isparta"
"TR613";"2044";"37";"3";"Türkiye";"Akdeniz";"Antalya, Isparta, Burdur";"Burdur";"Türkiye";"Akdeniz";"Antalya, Isparta, Burdur";"Burdur"
"TR621";"2046";"37";"3";"Türkiye";"Akdeniz";"Adana, Mersin";"Adana";"Türkiye";"Akdeniz";"Adana, Mersin";"Adana"
"TR622";"2047";"37";"3";"Türkiye";"Akdeniz";"Adana, Mersin";"Mersin";"Türkiye";"Akdeniz";"Adana, Mersin";"Mersin"
"TR631";"2049";"37";"3";"Türkiye";"Akdeniz";"Hatay, Kahramanmaraş, Osmaniye";"Hatay";"Türkiye";"Akdeniz";"Hatay, Kahramanmaraş, Osmaniye";"Hatay"
"TR632";"2050";"37";"3";"Türkiye";"Akdeniz";"Hatay, Kahramanmaraş, Osmaniye";"Kahramanmaraş";"Türkiye";"Akdeniz";"Hatay, Kahramanmaraş, Osmaniye";"Kahramanmaraş"
"TR633";"2051";"37";"3";"Türkiye";"Akdeniz";"Hatay, Kahramanmaraş, Osmaniye";"Osmaniye";"Türkiye";"Akdeniz";"Hatay, Kahramanmaraş, Osmaniye";"Osmaniye"
"TR711";"2054";"37";"3";"Türkiye";"Orta Anadolu";"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir";"Kırıkkale";"Türkiye";"Orta Anadolu";"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir";"Kırıkkale"
"TR712";"2055";"37";"3";"Türkiye";"Orta Anadolu";"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir";"Aksaray";"Türkiye";"Orta Anadolu";"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir";"Aksaray"
"TR713";"2056";"37";"3";"Türkiye";"Orta Anadolu";"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir";"Niğde";"Türkiye";"Orta Anadolu";"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir";"Niğde"
"TR714";"2057";"37";"3";"Türkiye";"Orta Anadolu";"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir";"Nevşehir";"Türkiye";"Orta Anadolu";"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir";"Nevşehir"
"TR715";"2058";"37";"3";"Türkiye";"Orta Anadolu";"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir";"Kırşehir";"Türkiye";"Orta Anadolu";"Kırıkkale, Aksaray, Niğde, Nevşehir, Kırşehir";"Kırşehir"
"TR721";"2060";"37";"3";"Türkiye";"Orta Anadolu";"Kayseri, Sivas, Yozgat";"Kayseri";"Türkiye";"Orta Anadolu";"Kayseri, Sivas, Yozgat";"Kayseri"
"TR722";"2061";"37";"3";"Türkiye";"Orta Anadolu";"Kayseri, Sivas, Yozgat";"Sivas";"Türkiye";"Orta Anadolu";"Kayseri, Sivas, Yozgat";"Sivas"
"TR723";"2062";"37";"3";"Türkiye";"Orta Anadolu";"Kayseri, Sivas, Yozgat";"Yozgat";"Türkiye";"Orta Anadolu";"Kayseri, Sivas, Yozgat";"Yozgat"
"TR811";"2065";"37";"3";"Türkiye";"Batı Karadeniz";"Zonguldak, Karabük, Bartın";"Zonguldak";"Türkiye";"Batı Karadeniz";"Zonguldak, Karabük, Bartın";"Zonguldak"
"TR812";"2066";"37";"3";"Türkiye";"Batı Karadeniz";"Zonguldak, Karabük, Bartın";"Karabük";"Türkiye";"Batı Karadeniz";"Zonguldak, Karabük, Bartın";"Karabük"
"TR813";"2067";"37";"3";"Türkiye";"Batı Karadeniz";"Zonguldak, Karabük, Bartın";"Bartın";"Türkiye";"Batı Karadeniz";"Zonguldak, Karabük, Bartın";"Bartın"
"TR821";"2069";"37";"3";"Türkiye";"Batı Karadeniz";"Kastamonu, Çankırı, Sinop";"Kastamonu";"Türkiye";"Batı Karadeniz";"Kastamonu, Çankırı, Sinop";"Kastamonu"
"TR822";"2070";"37";"3";"Türkiye";"Batı Karadeniz";"Kastamonu, Çankırı, Sinop";"Çankırı";"Türkiye";"Batı Karadeniz";"Kastamonu, Çankırı, Sinop";"Çankırı"
"TR823";"2071";"37";"3";"Türkiye";"Batı Karadeniz";"Kastamonu, Çankırı, Sinop";"Sinop";"Türkiye";"Batı Karadeniz";"Kastamonu, Çankırı, Sinop";"Sinop"
"TR831";"2073";"37";"3";"Türkiye";"Batı Karadeniz";"Samsun, Tokat, Çorum, Amasya";"Samsun";"Türkiye";"Batı Karadeniz";"Samsun, Tokat, Çorum, Amasya";"Samsun"
"TR832";"2074";"37";"3";"Türkiye";"Batı Karadeniz";"Samsun, Tokat, Çorum, Amasya";"Tokat";"Türkiye";"Batı Karadeniz";"Samsun, Tokat, Çorum, Amasya";"Tokat"
"TR833";"2075";"37";"3";"Türkiye";"Batı Karadeniz";"Samsun, Tokat, Çorum, Amasya";"Çorum";"Türkiye";"Batı Karadeniz";"Samsun, Tokat, Çorum, Amasya";"Çorum"
"TR834";"2076";"37";"3";"Türkiye";"Batı Karadeniz";"Samsun, Tokat, Çorum, Amasya";"Amasya";"Türkiye";"Batı Karadeniz";"Samsun, Tokat, Çorum, Amasya";"Amasya"
"TR901";"2079";"37";"3";"Türkiye";"Doğu Karadeniz";"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane";"Trabzon";"Türkiye";"Doğu Karadeniz";"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane";"Trabzon"
"TR902";"2080";"37";"3";"Türkiye";"Doğu Karadeniz";"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane";"Ordu";"Türkiye";"Doğu Karadeniz";"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane";"Ordu"
"TR903";"2081";"37";"3";"Türkiye";"Doğu Karadeniz";"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane";"Giresun";"Türkiye";"Doğu Karadeniz";"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane";"Giresun"
"TR904";"2082";"37";"3";"Türkiye";"Doğu Karadeniz";"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane";"Rize";"Türkiye";"Doğu Karadeniz";"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane";"Rize"
"TR905";"2083";"37";"3";"Türkiye";"Doğu Karadeniz";"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane";"Artvin";"Türkiye";"Doğu Karadeniz";"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane";"Artvin"
"TR906";"2084";"37";"3";"Türkiye";"Doğu Karadeniz";"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane";"Gümüşhane";"Türkiye";"Doğu Karadeniz";"Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane";"Gümüşhane"
"TRA11";"2087";"37";"3";"Türkiye";"Kuzeydoğu Anadolu";"Erzurum, Erzincan, Bayburt";"Erzurum";"Türkiye";"Kuzeydoğu Anadolu";"Erzurum, Erzincan, Bayburt";"Erzurum"
"TRA12";"2088";"37";"3";"Türkiye";"Kuzeydoğu Anadolu";"Erzurum, Erzincan, Bayburt";"Erzincan";"Türkiye";"Kuzeydoğu Anadolu";"Erzurum, Erzincan, Bayburt";"Erzincan"
"TRA13";"2089";"37";"3";"Türkiye";"Kuzeydoğu Anadolu";"Erzurum, Erzincan, Bayburt";"Bayburt";"Türkiye";"Kuzeydoğu Anadolu";"Erzurum, Erzincan, Bayburt";"Bayburt"
"TRA21";"2091";"37";"3";"Türkiye";"Kuzeydoğu Anadolu";"Ağrı, Kars, Iğdır, Ardahan";"Ağrı";"Türkiye";"Kuzeydoğu Anadolu";"Ağrı, Kars, Iğdır, Ardahan";"Ağrı"
"TRA22";"2092";"37";"3";"Türkiye";"Kuzeydoğu Anadolu";"Ağrı, Kars, Iğdır, Ardahan";"Kars";"Türkiye";"Kuzeydoğu Anadolu";"Ağrı, Kars, Iğdır, Ardahan";"Kars"
"TRA23";"2093";"37";"3";"Türkiye";"Kuzeydoğu Anadolu";"Ağrı, Kars, Iğdır, Ardahan";"Iğdır";"Türkiye";"Kuzeydoğu Anadolu";"Ağrı, Kars, Iğdır, Ardahan";"Iğdır"
"TRA24";"2094";"37";"3";"Türkiye";"Kuzeydoğu Anadolu";"Ağrı, Kars, Iğdır, Ardahan";"Ardahan";"Türkiye";"Kuzeydoğu Anadolu";"Ağrı, Kars, Iğdır, Ardahan";"Ardahan"
"TRB11";"2097";"37";"3";"Türkiye";"Ortadoğu Anadolu";"Malatya, Elazığ, Bingöl, Tunceli";"Malatya";"Türkiye";"Ortadoğu Anadolu";"Malatya, Elazığ, Bingöl, Tunceli";"Malatya"
"TRB12";"2098";"37";"3";"Türkiye";"Ortadoğu Anadolu";"Malatya, Elazığ, Bingöl, Tunceli";"Elazığ";"Türkiye";"Ortadoğu Anadolu";"Malatya, Elazığ, Bingöl, Tunceli";"Elazığ"
"TRB13";"2099";"37";"3";"Türkiye";"Ortadoğu Anadolu";"Malatya, Elazığ, Bingöl, Tunceli";"Bingöl";"Türkiye";"Ortadoğu Anadolu";"Malatya, Elazığ, Bingöl, Tunceli";"Bingöl"
