nuts_id;nuts_region_order;nuts_country_order;nuts_level;nuts_country_official;nuts_1_official;nuts_2_official;nuts_3_official;nuts_country_latin;nuts_1_latin;nuts_2_latin;nuts_3_latin
"FRM0";"928";"10";"2";"France";"Corse";"Corse";"-";"France";"Corse";"Corse";"-"
"FRY1";"932";"10";"2";"France";"RUP FR — Régions Ultrapériphériques Françaises";"Guadeloupe";"-";"France";"RUP FR — Régions Ultrapériphériques Françaises";"Guadeloupe";"-"
"FRY2";"934";"10";"2";"France";"RUP FR — Régions Ultrapériphériques Françaises";"Martinique";"-";"France";"RUP FR — Régions Ultrapériphériques Françaises";"Martinique";"-"
"FRY3";"936";"10";"2";"France";"RUP FR — Régions Ultrapériphériques Françaises";"Guyane";"-";"France";"RUP FR — Régions Ultrapériphériques Françaises";"Guyane";"-"
"FRY4";"938";"10";"2";"France";"RUP FR — Régions Ultrapériphériques Françaises";"La Réunion";"-";"France";"RUP FR — Régions Ultrapériphériques Françaises";"La Réunion";"-"
"FRY5";"940";"10";"2";"France";"RUP FR — Régions Ultrapériphériques Françaises";"Mayotte";"-";"France";"RUP FR — Régions Ultrapériphériques Françaises";"Mayotte";"-"
"FRZZ";"943";"10";"2";"France";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"-";"France";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"-"
"HR02";"947";"11";"2";"Hrvatska";"Hrvatska";"Panonska Hrvatska";"-";"Hrvatska";"Hrvatska";"Panonska Hrvatska";"-"
"HR03";"956";"11";"2";"Hrvatska";"Hrvatska";"Jadranska Hrvatska";"-";"Hrvatska";"Hrvatska";"Jadranska Hrvatska";"-"
"HR05";"964";"11";"2";"Hrvatska";"Hrvatska";"Grad Zagreb";"-";"Hrvatska";"Hrvatska";"Grad Zagreb";"-"
"HR06";"966";"11";"2";"Hrvatska";"Hrvatska";"Sjeverna Hrvatska";"-";"Hrvatska";"Hrvatska";"Sjeverna Hrvatska";"-"
"HRZZ";"973";"11";"2";"Hrvatska";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"-";"Hrvatska";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"-"
"ITC1";"977";"12";"2";"Italia";"Nord-Ovest";"Piemonte";"-";"Italia";"Nord-Ovest";"Piemonte";"-"
"ITC2";"986";"12";"2";"Italia";"Nord-Ovest";"Valle d’Aosta/Vallée d’Aoste";"-";"Italia";"Nord-Ovest";"Valle d’Aosta/Vallée d’Aoste";"-"
"ITC3";"988";"12";"2";"Italia";"Nord-Ovest";"Liguria";"-";"Italia";"Nord-Ovest";"Liguria";"-"
"ITC4";"993";"12";"2";"Italia";"Nord-Ovest";"Lombardia";"-";"Italia";"Nord-Ovest";"Lombardia";"-"
"ITF1";"1007";"12";"2";"Italia";"Sud";"Abruzzo";"-";"Italia";"Sud";"Abruzzo";"-"
"ITF2";"1012";"12";"2";"Italia";"Sud";"Molise";"-";"Italia";"Sud";"Molise";"-"
"ITF3";"1015";"12";"2";"Italia";"Sud";"Campania";"-";"Italia";"Sud";"Campania";"-"
"ITF4";"1021";"12";"2";"Italia";"Sud";"Puglia";"-";"Italia";"Sud";"Puglia";"-"
"ITF5";"1028";"12";"2";"Italia";"Sud";"Basilicata";"-";"Italia";"Sud";"Basilicata";"-"
"ITF6";"1031";"12";"2";"Italia";"Sud";"Calabria";"-";"Italia";"Sud";"Calabria";"-"
"ITG1";"1038";"12";"2";"Italia";"Isole";"Sicilia";"-";"Italia";"Isole";"Sicilia";"-"
"ITG2";"1048";"12";"2";"Italia";"Isole";"Sardegna";"-";"Italia";"Isole";"Sardegna";"-"
"ITH1";"1055";"12";"2";"Italia";"Nord-Est";"Provincia Autonoma di Bolzano/Bozen";"-";"Italia";"Nord-Est";"Provincia Autonoma di Bolzano/Bozen";"-"
"ITH2";"1057";"12";"2";"Italia";"Nord-Est";"Provincia Autonoma di Trento";"-";"Italia";"Nord-Est";"Provincia Autonoma di Trento";"-"
"ITH3";"1059";"12";"2";"Italia";"Nord-Est";"Veneto";"-";"Italia";"Nord-Est";"Veneto";"-"
"ITH4";"1067";"12";"2";"Italia";"Nord-Est";"Friuli-Venezia Giulia";"-";"Italia";"Nord-Est";"Friuli-Venezia Giulia";"-"
"ITH5";"1072";"12";"2";"Italia";"Nord-Est";"Emilia-Romagna";"-";"Italia";"Nord-Est";"Emilia-Romagna";"-"
"ITI1";"1083";"12";"2";"Italia";"Centro (IT)";"Toscana";"-";"Italia";"Centro (IT)";"Toscana";"-"
"ITI2";"1094";"12";"2";"Italia";"Centro (IT)";"Umbria";"-";"Italia";"Centro (IT)";"Umbria";"-"
"ITI3";"1097";"12";"2";"Italia";"Centro (IT)";"Marche";"-";"Italia";"Centro (IT)";"Marche";"-"
"ITI4";"1103";"12";"2";"Italia";"Centro (IT)";"Lazio";"-";"Italia";"Centro (IT)";"Lazio";"-"
"ITZZ";"1110";"12";"2";"Italia";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"-";"Italia";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"-"
"CY00";"1114";"13";"2";"Κύπρος";"Κύπρος";"Κύπρος";"-";"Kýpros";"Kýpros";"Kýpros";"-"
"CYZZ";"1117";"13";"2";"Κύπρος";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"-";"Kýpros";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"-"
"LV00";"1121";"14";"2";"Latvija";"Latvija";"Latvija";"-";"Latvija";"Latvija";"Latvija";"-"
"LVZZ";"1129";"14";"2";"Latvija";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"-";"Latvija";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"-"
"LT01";"1133";"15";"2";"Lietuva";"Lietuva";"Sostinės regionas";"-";"Lietuva";"Lietuva";"Sostinės regionas";"-"
"LT02";"1135";"15";"2";"Lietuva";"Lietuva";"Vidurio ir vakarų Lietuvos regionas";"-";"Lietuva";"Lietuva";"Vidurio ir vakarų Lietuvos regionas";"-"
"LTZZ";"1146";"15";"2";"Lietuva";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"-";"Lietuva";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"-"
"LU00";"1150";"16";"2";"Luxembourg";"Luxembourg";"Luxembourg";"-";"Luxembourg";"Luxembourg";"Luxembourg";"-"
"LUZZ";"1153";"16";"2";"Luxembourg";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"-";"Luxembourg";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"-"
"HU11";"1157";"17";"2";"Magyarország";"Közép-Magyarország";"Budapest";"-";"Magyarország";"Közép-Magyarország";"Budapest";"-"
"HU12";"1159";"17";"2";"Magyarország";"Közép-Magyarország";"Pest";"-";"Magyarország";"Közép-Magyarország";"Pest";"-"
"HU21";"1162";"17";"2";"Magyarország";"Dunántúl";"Közép-Dunántúl";"-";"Magyarország";"Dunántúl";"Közép-Dunántúl";"-"
"HU22";"1166";"17";"2";"Magyarország";"Dunántúl";"Nyugat-Dunántúl";"-";"Magyarország";"Dunántúl";"Nyugat-Dunántúl";"-"
"HU23";"1170";"17";"2";"Magyarország";"Dunántúl";"Dél-Dunántúl";"-";"Magyarország";"Dunántúl";"Dél-Dunántúl";"-"
"HU31";"1175";"17";"2";"Magyarország";"Alföld és Észak";"Észak-Magyarország";"-";"Magyarország";"Alföld és Észak";"Észak-Magyarország";"-"
"HU32";"1179";"17";"2";"Magyarország";"Alföld és Észak";"Észak-Alföld";"-";"Magyarország";"Alföld és Észak";"Észak-Alföld";"-"
"HU33";"1183";"17";"2";"Magyarország";"Alföld és Észak";"Dél-Alföld";"-";"Magyarország";"Alföld és Észak";"Dél-Alföld";"-"
"HUZZ";"1188";"17";"2";"Magyarország";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"-";"Magyarország";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"-"
"MT00";"1192";"18";"2";"Malta";"Malta";"Malta";"-";"Malta";"Malta";"Malta";"-"
"MTZZ";"1196";"18";"2";"Malta";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"-";"Malta";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"-"
"NL11";"1200";"19";"2";"Nederland";"Noord-Nederland";"Groningen";"-";"Nederland";"Noord-Nederland";"Groningen";"-"
"NL12";"1204";"19";"2";"Nederland";"Noord-Nederland";"Friesland (NL)";"-";"Nederland";"Noord-Nederland";"Friesland (NL)";"-"
"NL13";"1208";"19";"2";"Nederland";"Noord-Nederland";"Drenthe";"-";"Nederland";"Noord-Nederland";"Drenthe";"-"
"NL21";"1213";"19";"2";"Nederland";"Oost-Nederland";"Overijssel";"-";"Nederland";"Oost-Nederland";"Overijssel";"-"
"NL22";"1217";"19";"2";"Nederland";"Oost-Nederland";"Gelderland";"-";"Nederland";"Oost-Nederland";"Gelderland";"-"
"NL23";"1222";"19";"2";"Nederland";"Oost-Nederland";"Flevoland";"-";"Nederland";"Oost-Nederland";"Flevoland";"-"
"NL31";"1225";"19";"2";"Nederland";"West-Nederland";"Utrecht";"-";"Nederland";"West-Nederland";"Utrecht";"-"
"NL32";"1227";"19";"2";"Nederland";"West-Nederland";"Noord-Holland";"-";"Nederland";"West-Nederland";"Noord-Holland";"-"
"NL33";"1235";"19";"2";"Nederland";"West-Nederland";"Zuid-Holland";"-";"Nederland";"West-Nederland";"Zuid-Holland";"-"
"NL34";"1242";"19";"2";"Nederland";"West-Nederland";"Zeeland";"-";"Nederland";"West-Nederland";"Zeeland";"-"
"NL41";"1246";"19";"2";"Nederland";"Zuid-Nederland";"Noord-Brabant";"-";"Nederland";"Zuid-Nederland";"Noord-Brabant";"-"
"NL42";"1251";"19";"2";"Nederland";"Zuid-Nederland";"Limburg (NL)";"-";"Nederland";"Zuid-Nederland";"Limburg (NL)";"-"
"NLZZ";"1256";"19";"2";"Nederland";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"-";"Nederland";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"-"
"AT11";"1260";"20";"2";"Österreich";"Ostösterreich";"Burgenland";"-";"Österreich";"Ostösterreich";"Burgenland";"-"
"AT12";"1264";"20";"2";"Österreich";"Ostösterreich";"Niederösterreich";"-";"Österreich";"Ostösterreich";"Niederösterreich";"-"
"AT13";"1272";"20";"2";"Österreich";"Ostösterreich";"Wien";"-";"Österreich";"Ostösterreich";"Wien";"-"
"AT21";"1275";"20";"2";"Österreich";"Südösterreich";"Kärnten";"-";"Österreich";"Südösterreich";"Kärnten";"-"
"AT22";"1279";"20";"2";"Österreich";"Südösterreich";"Steiermark";"-";"Österreich";"Südösterreich";"Steiermark";"-"
"AT31";"1287";"20";"2";"Österreich";"Westösterreich";"Oberösterreich";"-";"Österreich";"Westösterreich";"Oberösterreich";"-"
"AT32";"1293";"20";"2";"Österreich";"Westösterreich";"Salzburg";"-";"Österreich";"Westösterreich";"Salzburg";"-"
"AT33";"1297";"20";"2";"Österreich";"Westösterreich";"Tirol";"-";"Österreich";"Westösterreich";"Tirol";"-"
"AT34";"1303";"20";"2";"Österreich";"Westösterreich";"Vorarlberg";"-";"Österreich";"Westösterreich";"Vorarlberg";"-"
"ATZZ";"1307";"20";"2";"Österreich";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"-";"Österreich";"Extra-Regio NUTS 1";"Extra-Regio NUTS 2";"-"
"PL21";"1311";"21";"2";"Polska";"Makroregion południowy";"Małopolskie";"-";"Polska";"Makroregion południowy";"Małopolskie";"-"
"PL22";"1318";"21";"2";"Polska";"Makroregion południowy";"Śląskie";"-";"Polska";"Makroregion południowy";"Śląskie";"-"
"PL41";"1328";"21";"2";"Polska";"Makroregion północno-zachodni";"Wielkopolskie";"-";"Polska";"Makroregion północno-zachodni";"Wielkopolskie";"-"
